row_no,mandator,provider_id,customer_id,syndicate_id,star1,star2,num_combi,n1,n2,n3,n4,n5,drawtype,drawdate,stake,currency,gametype
4103,JXC,JXC111409480,2241533,3468208,2,12,2~16~27~43~45,2,16,27,43,45,TU,01.01.2019,2.00,EUR,EUMI
4104,JXC,JXC111409480,2241533,3468208,8,10,3~4~27~29~50,3,4,27,29,50,TU,01.01.2019,2.00,EUR,EUMI
4105,JXC,JXC111409480,2241533,3468208,8,9,20~23~38~42~47,20,23,38,42,47,TU,01.01.2019,2.00,EUR,EUMI
4106,JXC,JXC111409480,2241533,3468208,5,6,8~16~26~41~42,8,16,26,41,42,TU,01.01.2019,2.00,EUR,EUMI
4107,JXC,JXC111409480,2241533,3468208,6,9,8~18~19~36~40,8,18,19,36,40,TU,01.01.2019,2.00,EUR,EUMI
4108,JXC,JXC111409482,2241533,3468208,2,11,11~21~22~31~47,11,21,22,31,47,TU,01.01.2019,2.00,EUR,EUMI
4109,JXC,JXC111409482,2241533,3468208,6,11,4~12~17~32~36,4,12,17,32,36,TU,01.01.2019,2.00,EUR,EUMI
4110,JXC,JXC111409482,2241533,3468208,8,11,11~23~30~31~34,11,23,30,31,34,TU,01.01.2019,2.00,EUR,EUMI
4111,JXC,JXC111409482,2241533,3468208,3,8,4~16~17~33~50,4,16,17,33,50,TU,01.01.2019,2.00,EUR,EUMI
4112,JXC,JXC111409482,2241533,3468208,9,10,11~13~15~24~32,11,13,15,24,32,TU,01.01.2019,2.00,EUR,EUMI
4113,JXC,JXC111409484,2241533,3468208,6,9,8~12~14~19~27,8,12,14,19,27,TU,01.01.2019,2.00,EUR,EUMI
4114,JXC,JXC111409484,2241533,3468208,1,8,18~34~44~49~50,18,34,44,49,50,TU,01.01.2019,2.00,EUR,EUMI
4115,JXC,JXC111409484,2241533,3468208,9,11,5~10~18~24~33,5,10,18,24,33,TU,01.01.2019,2.00,EUR,EUMI
4116,JXC,JXC111409484,2241533,3468208,4,10,4~12~32~44~46,4,12,32,44,46,TU,01.01.2019,2.00,EUR,EUMI
4117,JXC,JXC111409484,2241533,3468208,5,9,10~13~16~27~31,10,13,16,27,31,TU,01.01.2019,2.00,EUR,EUMI
4118,JXC,JXC111409485,2241533,3468208,3,6,4~6~26~32~33,4,6,26,32,33,TU,01.01.2019,2.00,EUR,EUMI
4119,JXC,JXC111409485,2241533,3468208,8,11,19~31~32~37~38,19,31,32,37,38,TU,01.01.2019,2.00,EUR,EUMI
4120,JXC,JXC111409485,2241533,3468208,6,11,10~21~38~40~46,10,21,38,40,46,TU,01.01.2019,2.00,EUR,EUMI
4121,JXC,JXC111409485,2241533,3468208,6,8,8~9~38~42~44,8,9,38,42,44,TU,01.01.2019,2.00,EUR,EUMI
4122,JXC,JXC111409485,2241533,3468208,6,11,29~39~41~47~48,29,39,41,47,48,TU,01.01.2019,2.00,EUR,EUMI
4123,JXC,JXC111409488,2241533,3468208,1,4,3~25~30~33~50,3,25,30,33,50,TU,01.01.2019,2.00,EUR,EUMI
4124,JXC,JXC111409488,2241533,3468208,1,12,5~19~26~40~44,5,19,26,40,44,TU,01.01.2019,2.00,EUR,EUMI
4125,JXC,JXC111409488,2241533,3468208,8,9,7~10~15~19~47,7,10,15,19,47,TU,01.01.2019,2.00,EUR,EUMI
4126,JXC,JXC111409488,2241533,3468208,1,12,3~4~25~38~45,3,4,25,38,45,TU,01.01.2019,2.00,EUR,EUMI
4127,JXC,JXC111409488,2241533,3468208,5,12,15~21~23~24~40,15,21,23,24,40,TU,01.01.2019,2.00,EUR,EUMI
4128,JXC,JXC111409489,2241533,3468208,3,12,6~10~15~22~50,6,10,15,22,50,TU,01.01.2019,2.00,EUR,EUMI
4129,JXC,JXC111409489,2241533,3468208,7,12,3~13~14~17~19,3,13,14,17,19,TU,01.01.2019,2.00,EUR,EUMI
4130,JXC,JXC111409489,2241533,3468208,3,11,24~25~29~34~46,24,25,29,34,46,TU,01.01.2019,2.00,EUR,EUMI
4131,JXC,JXC111409489,2241533,3468208,2,9,2~8~26~32~43,2,8,26,32,43,TU,01.01.2019,2.00,EUR,EUMI
4132,JXC,JXC111409489,2241533,3468208,8,9,2~5~20~31~45,2,5,20,31,45,TU,01.01.2019,2.00,EUR,EUMI
4133,JXC,JXC111409492,2241533,3468208,3,11,7~14~21~26~38,7,14,21,26,38,TU,01.01.2019,2.00,EUR,EUMI
4134,JXC,JXC111409492,2241533,3468208,3,8,4~20~22~33~35,4,20,22,33,35,TU,01.01.2019,2.00,EUR,EUMI
4135,JXC,JXC111409492,2241533,3468208,7,9,11~13~17~20~25,11,13,17,20,25,TU,01.01.2019,2.00,EUR,EUMI
4136,JXC,JXC111409492,2241533,3468208,9,11,9~20~21~33~48,9,20,21,33,48,TU,01.01.2019,2.00,EUR,EUMI
4137,JXC,JXC111409492,2241533,3468208,3,8,4~5~6~23~35,4,5,6,23,35,TU,01.01.2019,2.00,EUR,EUMI
4138,JXC,JXC111409494,2241533,3468208,8,10,14~16~18~32~42,14,16,18,32,42,TU,01.01.2019,2.00,EUR,EUMI
4139,JXC,JXC111409494,2241533,3468208,10,12,7~16~36~38~46,7,16,36,38,46,TU,01.01.2019,2.00,EUR,EUMI
4140,JXC,JXC111409494,2241533,3468208,2,4,23~28~37~40~49,23,28,37,40,49,TU,01.01.2019,2.00,EUR,EUMI
4141,JXC,JXC111409494,2241533,3468208,6,11,7~14~30~40~50,7,14,30,40,50,TU,01.01.2019,2.00,EUR,EUMI
4142,JXC,JXC111409494,2241533,3468208,10,12,12~21~30~36~40,12,21,30,36,40,TU,01.01.2019,2.00,EUR,EUMI
4143,JXC,JXC111409496,2241533,3468208,9,12,6~7~8~26~33,6,7,8,26,33,TU,01.01.2019,2.00,EUR,EUMI
4144,JXC,JXC111409496,2241533,3468208,2,9,6~25~27~34~37,6,25,27,34,37,TU,01.01.2019,2.00,EUR,EUMI
4145,JXC,JXC111409496,2241533,3468208,1,4,21~28~39~47~48,21,28,39,47,48,TU,01.01.2019,2.00,EUR,EUMI
4146,JXC,JXC111409496,2241533,3468208,1,3,10~15~18~42~48,10,15,18,42,48,TU,01.01.2019,2.00,EUR,EUMI
4147,JXC,JXC111409496,2241533,3468208,11,12,2~26~31~36~44,2,26,31,36,44,TU,01.01.2019,2.00,EUR,EUMI
4148,JXC,JXC111409497,2241533,3468208,5,8,26~28~34~38~47,26,28,34,38,47,TU,01.01.2019,2.00,EUR,EUMI
4149,JXC,JXC111409497,2241533,3468208,1,10,15~20~24~26~47,15,20,24,26,47,TU,01.01.2019,2.00,EUR,EUMI
4150,JXC,JXC111409497,2241533,3468208,1,3,1~24~25~32~41,1,24,25,32,41,TU,01.01.2019,2.00,EUR,EUMI
4151,JXC,JXC111409497,2241533,3468208,2,6,1~14~16~39~42,1,14,16,39,42,TU,01.01.2019,2.00,EUR,EUMI
4152,JXC,JXC111409497,2241533,3468208,10,12,16~18~22~38~39,16,18,22,38,39,TU,01.01.2019,2.00,EUR,EUMI
4153,JXC,JXC111409499,2241533,3468208,7,8,5~14~32~39~42,5,14,32,39,42,TU,01.01.2019,2.00,EUR,EUMI
4154,JXC,JXC111409499,2241533,3468208,7,12,9~17~31~36~46,9,17,31,36,46,TU,01.01.2019,2.00,EUR,EUMI
4155,JXC,JXC111409499,2241533,3468208,2,10,25~34~41~43~44,25,34,41,43,44,TU,01.01.2019,2.00,EUR,EUMI
4156,JXC,JXC111409499,2241533,3468208,3,7,20~21~32~42~50,20,21,32,42,50,TU,01.01.2019,2.00,EUR,EUMI
4157,JXC,JXC111409499,2241533,3468208,10,12,15~20~21~27~43,15,20,21,27,43,TU,01.01.2019,2.00,EUR,EUMI
4158,JXC,JXC111409501,2241533,3468208,11,12,7~33~36~39~46,7,33,36,39,46,TU,01.01.2019,2.00,EUR,EUMI
4159,JXC,JXC111409501,2241533,3468208,2,12,3~26~38~40~44,3,26,38,40,44,TU,01.01.2019,2.00,EUR,EUMI
4160,JXC,JXC111409501,2241533,3468208,6,10,4~9~21~30~47,4,9,21,30,47,TU,01.01.2019,2.00,EUR,EUMI
4161,JXC,JXC111409501,2241533,3468208,4,6,1~11~13~34~39,1,11,13,34,39,TU,01.01.2019,2.00,EUR,EUMI
4162,JXC,JXC111409501,2241533,3468208,6,8,8~24~31~40~50,8,24,31,40,50,TU,01.01.2019,2.00,EUR,EUMI
4163,JXC,JXC111409503,2241533,3468208,2,5,8~15~32~35~46,8,15,32,35,46,TU,01.01.2019,2.00,EUR,EUMI
4164,JXC,JXC111409503,2241533,3468208,1,10,2~13~15~22~23,2,13,15,22,23,TU,01.01.2019,2.00,EUR,EUMI
4165,JXC,JXC111409503,2241533,3468208,6,12,15~16~18~43~44,15,16,18,43,44,TU,01.01.2019,2.00,EUR,EUMI
4166,JXC,JXC111409503,2241533,3468208,4,7,1~9~41~44~50,1,9,41,44,50,TU,01.01.2019,2.00,EUR,EUMI
4167,JXC,JXC111409503,2241533,3468208,2,4,15~19~37~40~45,15,19,37,40,45,TU,01.01.2019,2.00,EUR,EUMI
4168,JXC,JXC111409505,2241533,3468208,4,6,8~28~32~38~43,8,28,32,38,43,TU,01.01.2019,2.00,EUR,EUMI
4169,JXC,JXC111409505,2241533,3468208,5,6,14~22~30~34~49,14,22,30,34,49,TU,01.01.2019,2.00,EUR,EUMI
4170,JXC,JXC111409505,2241533,3468208,8,9,7~30~40~42~48,7,30,40,42,48,TU,01.01.2019,2.00,EUR,EUMI
4171,JXC,JXC111409505,2241533,3468208,8,12,5~22~31~42~50,5,22,31,42,50,TU,01.01.2019,2.00,EUR,EUMI
4172,JXC,JXC111409505,2241533,3468208,6,12,1~15~26~27~40,1,15,26,27,40,TU,01.01.2019,2.00,EUR,EUMI
4173,JXC,JXC111409507,2241533,3468208,1,10,14~35~42~43~50,14,35,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
4174,JXC,JXC111409507,2241533,3468208,8,9,6~8~31~47~50,6,8,31,47,50,TU,01.01.2019,2.00,EUR,EUMI
4175,JXC,JXC111409507,2241533,3468208,2,7,2~12~13~28~42,2,12,13,28,42,TU,01.01.2019,2.00,EUR,EUMI
4176,JXC,JXC111409507,2241533,3468208,7,10,3~27~36~37~47,3,27,36,37,47,TU,01.01.2019,2.00,EUR,EUMI
4177,JXC,JXC111409507,2241533,3468208,4,7,25~35~39~47~48,25,35,39,47,48,TU,01.01.2019,2.00,EUR,EUMI
4178,JXC,JXC111409508,2241533,3468208,8,9,17~20~23~27~47,17,20,23,27,47,TU,01.01.2019,2.00,EUR,EUMI
4179,JXC,JXC111409508,2241533,3468208,8,10,13~15~26~33~35,13,15,26,33,35,TU,01.01.2019,2.00,EUR,EUMI
4180,JXC,JXC111409508,2241533,3468208,6,10,14~22~23~38~41,14,22,23,38,41,TU,01.01.2019,2.00,EUR,EUMI
4181,JXC,JXC111409508,2241533,3468208,6,12,4~10~13~23~39,4,10,13,23,39,TU,01.01.2019,2.00,EUR,EUMI
4182,JXC,JXC111409508,2241533,3468208,3,4,10~31~32~38~50,10,31,32,38,50,TU,01.01.2019,2.00,EUR,EUMI
4183,JXC,JXC111409509,2241533,3468208,4,7,5~16~21~36~42,5,16,21,36,42,TU,01.01.2019,2.00,EUR,EUMI
4184,JXC,JXC111409509,2241533,3468208,2,11,24~25~33~39~48,24,25,33,39,48,TU,01.01.2019,2.00,EUR,EUMI
4185,JXC,JXC111409509,2241533,3468208,5,10,2~10~18~39~41,2,10,18,39,41,TU,01.01.2019,2.00,EUR,EUMI
4186,JXC,JXC111409509,2241533,3468208,3,6,4~17~23~46~48,4,17,23,46,48,TU,01.01.2019,2.00,EUR,EUMI
4187,JXC,JXC111409509,2241533,3468208,7,11,1~13~18~32~33,1,13,18,32,33,TU,01.01.2019,2.00,EUR,EUMI
4188,JXC,JXC111409510,2241533,3468208,8,12,19~30~40~43~46,19,30,40,43,46,TU,01.01.2019,2.00,EUR,EUMI
4189,JXC,JXC111409510,2241533,3468208,4,6,7~11~19~28~32,7,11,19,28,32,TU,01.01.2019,2.00,EUR,EUMI
4190,JXC,JXC111409510,2241533,3468208,5,8,1~11~13~19~22,1,11,13,19,22,TU,01.01.2019,2.00,EUR,EUMI
4191,JXC,JXC111409510,2241533,3468208,3,11,9~12~19~30~41,9,12,19,30,41,TU,01.01.2019,2.00,EUR,EUMI
4192,JXC,JXC111409510,2241533,3468208,1,12,13~15~17~22~23,13,15,17,22,23,TU,01.01.2019,2.00,EUR,EUMI
4193,JXC,JXC111409512,2241533,3468214,5,8,6~9~36~38~49,6,9,36,38,49,TU,01.01.2019,2.00,EUR,EUMI
4194,JXC,JXC111409512,2241533,3468214,1,6,8~14~16~29~33,8,14,16,29,33,TU,01.01.2019,2.00,EUR,EUMI
4195,JXC,JXC111409512,2241533,3468214,1,5,4~9~38~45~47,4,9,38,45,47,TU,01.01.2019,2.00,EUR,EUMI
4196,JXC,JXC111409512,2241533,3468214,2,5,10~12~30~34~46,10,12,30,34,46,TU,01.01.2019,2.00,EUR,EUMI
4197,JXC,JXC111409512,2241533,3468214,2,8,1~5~34~43~44,1,5,34,43,44,TU,01.01.2019,2.00,EUR,EUMI
4198,JXC,JXC111409513,2241533,3468214,5,12,4~5~14~27~46,4,5,14,27,46,TU,01.01.2019,2.00,EUR,EUMI
4199,JXC,JXC111409513,2241533,3468214,4,5,24~26~37~40~49,24,26,37,40,49,TU,01.01.2019,2.00,EUR,EUMI
4200,JXC,JXC111409513,2241533,3468214,1,12,9~11~20~22~39,9,11,20,22,39,TU,01.01.2019,2.00,EUR,EUMI
4201,JXC,JXC111409513,2241533,3468214,6,8,19~34~41~46~49,19,34,41,46,49,TU,01.01.2019,2.00,EUR,EUMI
4202,JXC,JXC111409513,2241533,3468214,8,11,16~19~27~39~45,16,19,27,39,45,TU,01.01.2019,2.00,EUR,EUMI
4203,JXC,JXC111409514,2241533,3468214,1,10,7~9~33~36~40,7,9,33,36,40,TU,01.01.2019,2.00,EUR,EUMI
4204,JXC,JXC111409514,2241533,3468214,1,11,13~15~21~31~47,13,15,21,31,47,TU,01.01.2019,2.00,EUR,EUMI
4205,JXC,JXC111409514,2241533,3468214,1,5,9~14~19~27~43,9,14,19,27,43,TU,01.01.2019,2.00,EUR,EUMI
4206,JXC,JXC111409514,2241533,3468214,3,8,15~17~32~35~50,15,17,32,35,50,TU,01.01.2019,2.00,EUR,EUMI
4207,JXC,JXC111409514,2241533,3468214,2,10,3~33~41~47~50,3,33,41,47,50,TU,01.01.2019,2.00,EUR,EUMI
4208,JXC,JXC111409515,2241533,3468214,1,12,1~11~41~43~47,1,11,41,43,47,TU,01.01.2019,2.00,EUR,EUMI
4209,JXC,JXC111409515,2241533,3468214,7,12,12~13~20~33~46,12,13,20,33,46,TU,01.01.2019,2.00,EUR,EUMI
4210,JXC,JXC111409515,2241533,3468214,2,7,7~16~21~43~46,7,16,21,43,46,TU,01.01.2019,2.00,EUR,EUMI
4211,JXC,JXC111409515,2241533,3468214,3,8,22~24~37~41~47,22,24,37,41,47,TU,01.01.2019,2.00,EUR,EUMI
4212,JXC,JXC111409515,2241533,3468214,4,8,5~14~21~24~48,5,14,21,24,48,TU,01.01.2019,2.00,EUR,EUMI
4213,JXC,JXC111409517,2241533,3468214,7,9,10~15~18~36~43,10,15,18,36,43,TU,01.01.2019,2.00,EUR,EUMI
4214,JXC,JXC111409517,2241533,3468214,3,4,9~10~24~40~42,9,10,24,40,42,TU,01.01.2019,2.00,EUR,EUMI
4215,JXC,JXC111409517,2241533,3468214,2,9,6~21~43~45~49,6,21,43,45,49,TU,01.01.2019,2.00,EUR,EUMI
4216,JXC,JXC111409517,2241533,3468214,1,5,3~21~29~31~32,3,21,29,31,32,TU,01.01.2019,2.00,EUR,EUMI
4217,JXC,JXC111409517,2241533,3468214,2,6,5~9~19~44~46,5,9,19,44,46,TU,01.01.2019,2.00,EUR,EUMI
4218,JXC,JXC111409518,2241533,3468214,1,3,6~13~25~38~45,6,13,25,38,45,TU,01.01.2019,2.00,EUR,EUMI
4219,JXC,JXC111409518,2241533,3468214,1,3,1~8~38~40~49,1,8,38,40,49,TU,01.01.2019,2.00,EUR,EUMI
4220,JXC,JXC111409518,2241533,3468214,4,5,5~10~12~25~43,5,10,12,25,43,TU,01.01.2019,2.00,EUR,EUMI
4221,JXC,JXC111409518,2241533,3468214,1,6,5~14~16~19~42,5,14,16,19,42,TU,01.01.2019,2.00,EUR,EUMI
4222,JXC,JXC111409518,2241533,3468214,2,4,10~22~28~37~42,10,22,28,37,42,TU,01.01.2019,2.00,EUR,EUMI
4223,JXC,JXC111409519,2241533,3468214,3,9,12~25~29~32~45,12,25,29,32,45,TU,01.01.2019,2.00,EUR,EUMI
4224,JXC,JXC111409519,2241533,3468214,7,12,5~18~26~35~50,5,18,26,35,50,TU,01.01.2019,2.00,EUR,EUMI
4225,JXC,JXC111409519,2241533,3468214,3,4,7~9~22~41~45,7,9,22,41,45,TU,01.01.2019,2.00,EUR,EUMI
4226,JXC,JXC111409519,2241533,3468214,1,3,8~9~18~19~26,8,9,18,19,26,TU,01.01.2019,2.00,EUR,EUMI
4227,JXC,JXC111409519,2241533,3468214,1,9,9~13~15~22~27,9,13,15,22,27,TU,01.01.2019,2.00,EUR,EUMI
4228,JXC,JXC111409520,2241533,3468214,8,9,1~9~28~35~42,1,9,28,35,42,TU,01.01.2019,2.00,EUR,EUMI
4229,JXC,JXC111409520,2241533,3468214,2,10,1~3~18~27~50,1,3,18,27,50,TU,01.01.2019,2.00,EUR,EUMI
4230,JXC,JXC111409520,2241533,3468214,5,12,8~32~34~46~47,8,32,34,46,47,TU,01.01.2019,2.00,EUR,EUMI
4231,JXC,JXC111409520,2241533,3468214,1,7,7~9~15~24~35,7,9,15,24,35,TU,01.01.2019,2.00,EUR,EUMI
4232,JXC,JXC111409520,2241533,3468214,10,12,16~20~26~38~44,16,20,26,38,44,TU,01.01.2019,2.00,EUR,EUMI
4233,JXC,JXC111409521,2241533,3468214,9,11,10~11~15~29~36,10,11,15,29,36,TU,01.01.2019,2.00,EUR,EUMI
4234,JXC,JXC111409521,2241533,3468214,3,4,16~18~26~28~48,16,18,26,28,48,TU,01.01.2019,2.00,EUR,EUMI
4235,JXC,JXC111409521,2241533,3468214,5,12,16~18~38~39~46,16,18,38,39,46,TU,01.01.2019,2.00,EUR,EUMI
4236,JXC,JXC111409521,2241533,3468214,6,12,4~6~9~14~37,4,6,9,14,37,TU,01.01.2019,2.00,EUR,EUMI
4237,JXC,JXC111409521,2241533,3468214,1,3,19~34~35~41~47,19,34,35,41,47,TU,01.01.2019,2.00,EUR,EUMI
4238,JXC,JXC111409523,2241533,3468214,9,12,17~34~41~44~48,17,34,41,44,48,TU,01.01.2019,2.00,EUR,EUMI
4239,JXC,JXC111409523,2241533,3468214,1,4,10~13~15~38~45,10,13,15,38,45,TU,01.01.2019,2.00,EUR,EUMI
4240,JXC,JXC111409523,2241533,3468214,4,8,7~8~17~31~41,7,8,17,31,41,TU,01.01.2019,2.00,EUR,EUMI
4241,JXC,JXC111409523,2241533,3468214,4,7,5~19~34~43~49,5,19,34,43,49,TU,01.01.2019,2.00,EUR,EUMI
4242,JXC,JXC111409523,2241533,3468214,3,10,3~16~21~23~29,3,16,21,23,29,TU,01.01.2019,2.00,EUR,EUMI
4243,JXC,JXC111409524,2241533,3468214,8,9,4~10~21~32~38,4,10,21,32,38,TU,01.01.2019,2.00,EUR,EUMI
4244,JXC,JXC111409524,2241533,3468214,5,10,5~38~45~48~49,5,38,45,48,49,TU,01.01.2019,2.00,EUR,EUMI
4245,JXC,JXC111409524,2241533,3468214,3,6,1~21~23~45~48,1,21,23,45,48,TU,01.01.2019,2.00,EUR,EUMI
4246,JXC,JXC111409524,2241533,3468214,1,2,5~9~15~21~32,5,9,15,21,32,TU,01.01.2019,2.00,EUR,EUMI
4247,JXC,JXC111409524,2241533,3468214,9,10,13~19~29~34~42,13,19,29,34,42,TU,01.01.2019,2.00,EUR,EUMI
4248,JXC,JXC111409525,2241533,3468214,9,10,7~18~20~29~44,7,18,20,29,44,TU,01.01.2019,2.00,EUR,EUMI
4249,JXC,JXC111409525,2241533,3468214,1,10,20~39~40~46~50,20,39,40,46,50,TU,01.01.2019,2.00,EUR,EUMI
4250,JXC,JXC111409525,2241533,3468214,8,9,2~27~37~42~45,2,27,37,42,45,TU,01.01.2019,2.00,EUR,EUMI
4251,JXC,JXC111409525,2241533,3468214,1,4,2~4~37~45~50,2,4,37,45,50,TU,01.01.2019,2.00,EUR,EUMI
4252,JXC,JXC111409525,2241533,3468214,7,12,10~16~18~28~43,10,16,18,28,43,TU,01.01.2019,2.00,EUR,EUMI
4253,JXC,JXC111409526,2241533,3468214,1,3,23~24~27~31~39,23,24,27,31,39,TU,01.01.2019,2.00,EUR,EUMI
4254,JXC,JXC111409526,2241533,3468214,7,10,6~10~12~13~37,6,10,12,13,37,TU,01.01.2019,2.00,EUR,EUMI
4255,JXC,JXC111409526,2241533,3468214,1,9,1~13~15~38~39,1,13,15,38,39,TU,01.01.2019,2.00,EUR,EUMI
4256,JXC,JXC111409526,2241533,3468214,10,12,2~5~25~35~44,2,5,25,35,44,TU,01.01.2019,2.00,EUR,EUMI
4257,JXC,JXC111409526,2241533,3468214,4,8,10~14~17~29~35,10,14,17,29,35,TU,01.01.2019,2.00,EUR,EUMI
4258,JXC,JXC111409527,2241533,3468214,9,10,28~34~39~41~46,28,34,39,41,46,TU,01.01.2019,2.00,EUR,EUMI
4259,JXC,JXC111409527,2241533,3468214,2,9,4~10~24~30~46,4,10,24,30,46,TU,01.01.2019,2.00,EUR,EUMI
4260,JXC,JXC111409527,2241533,3468214,2,9,14~17~23~25~40,14,17,23,25,40,TU,01.01.2019,2.00,EUR,EUMI
4261,JXC,JXC111409527,2241533,3468214,2,9,11~12~29~45~49,11,12,29,45,49,TU,01.01.2019,2.00,EUR,EUMI
4262,JXC,JXC111409527,2241533,3468214,2,8,4~9~18~29~38,4,9,18,29,38,TU,01.01.2019,2.00,EUR,EUMI
4263,JXC,JXC111409529,2241533,3468214,8,11,1~2~8~14~21,1,2,8,14,21,TU,01.01.2019,2.00,EUR,EUMI
4264,JXC,JXC111409529,2241533,3468214,1,6,4~12~17~23~44,4,12,17,23,44,TU,01.01.2019,2.00,EUR,EUMI
4265,JXC,JXC111409529,2241533,3468214,5,6,20~25~36~40~50,20,25,36,40,50,TU,01.01.2019,2.00,EUR,EUMI
4266,JXC,JXC111409529,2241533,3468214,2,3,2~31~38~48~49,2,31,38,48,49,TU,01.01.2019,2.00,EUR,EUMI
4267,JXC,JXC111409529,2241533,3468214,2,3,1~5~12~33~49,1,5,12,33,49,TU,01.01.2019,2.00,EUR,EUMI
4268,JXC,JXC111409530,2241533,3468214,1,11,6~8~22~26~27,6,8,22,26,27,TU,01.01.2019,2.00,EUR,EUMI
4269,JXC,JXC111409530,2241533,3468214,4,7,22~24~26~37~45,22,24,26,37,45,TU,01.01.2019,2.00,EUR,EUMI
4270,JXC,JXC111409530,2241533,3468214,1,5,9~24~38~44~46,9,24,38,44,46,TU,01.01.2019,2.00,EUR,EUMI
4271,JXC,JXC111409530,2241533,3468214,5,11,34~39~42~47~50,34,39,42,47,50,TU,01.01.2019,2.00,EUR,EUMI
4272,JXC,JXC111409530,2241533,3468214,4,11,16~22~27~33~35,16,22,27,33,35,TU,01.01.2019,2.00,EUR,EUMI
4273,JXC,JXC111409531,2241533,3468214,4,5,19~31~36~47~50,19,31,36,47,50,TU,01.01.2019,2.00,EUR,EUMI
4274,JXC,JXC111409531,2241533,3468214,3,6,1~18~20~32~48,1,18,20,32,48,TU,01.01.2019,2.00,EUR,EUMI
4275,JXC,JXC111409531,2241533,3468214,2,12,11~13~31~42~45,11,13,31,42,45,TU,01.01.2019,2.00,EUR,EUMI
4276,JXC,JXC111409531,2241533,3468214,7,8,6~9~16~20~24,6,9,16,20,24,TU,01.01.2019,2.00,EUR,EUMI
4277,JXC,JXC111409531,2241533,3468214,4,9,15~20~32~40~46,15,20,32,40,46,TU,01.01.2019,2.00,EUR,EUMI
4278,JXC,JXC111409533,2241533,3468214,3,8,9~13~26~38~41,9,13,26,38,41,TU,01.01.2019,2.00,EUR,EUMI
4279,JXC,JXC111409533,2241533,3468214,2,6,2~8~28~39~50,2,8,28,39,50,TU,01.01.2019,2.00,EUR,EUMI
4280,JXC,JXC111409533,2241533,3468214,2,5,6~8~16~19~35,6,8,16,19,35,TU,01.01.2019,2.00,EUR,EUMI
4281,JXC,JXC111409533,2241533,3468214,6,11,5~6~16~28~41,5,6,16,28,41,TU,01.01.2019,2.00,EUR,EUMI
4282,JXC,JXC111409533,2241533,3468214,3,6,11~19~26~39~48,11,19,26,39,48,TU,01.01.2019,2.00,EUR,EUMI
4283,JXC,JXC111409534,2241533,3468214,4,7,5~6~28~32~38,5,6,28,32,38,TU,01.01.2019,2.00,EUR,EUMI
4284,JXC,JXC111409534,2241533,3468214,1,9,2~10~18~47~48,2,10,18,47,48,TU,01.01.2019,2.00,EUR,EUMI
4285,JXC,JXC111409534,2241533,3468214,8,10,1~16~22~28~46,1,16,22,28,46,TU,01.01.2019,2.00,EUR,EUMI
4286,JXC,JXC111409534,2241533,3468214,3,6,7~11~12~13~29,7,11,12,13,29,TU,01.01.2019,2.00,EUR,EUMI
4287,JXC,JXC111409534,2241533,3468214,2,3,2~20~25~36~41,2,20,25,36,41,TU,01.01.2019,2.00,EUR,EUMI
4288,JXC,JXC111409536,2241533,3468214,2,8,8~11~13~28~37,8,11,13,28,37,TU,01.01.2019,2.00,EUR,EUMI
4289,JXC,JXC111409536,2241533,3468214,5,8,8~14~23~30~37,8,14,23,30,37,TU,01.01.2019,2.00,EUR,EUMI
4290,JXC,JXC111409536,2241533,3468214,2,8,8~13~16~24~39,8,13,16,24,39,TU,01.01.2019,2.00,EUR,EUMI
4291,JXC,JXC111409536,2241533,3468214,3,5,4~27~34~40~47,4,27,34,40,47,TU,01.01.2019,2.00,EUR,EUMI
4292,JXC,JXC111409536,2241533,3468214,1,2,3~10~11~12~42,3,10,11,12,42,TU,01.01.2019,2.00,EUR,EUMI
4293,JXC,JXC111409537,2241533,3468214,6,8,6~28~33~36~48,6,28,33,36,48,TU,01.01.2019,2.00,EUR,EUMI
4294,JXC,JXC111409537,2241533,3468214,9,10,3~6~26~44~48,3,6,26,44,48,TU,01.01.2019,2.00,EUR,EUMI
4295,JXC,JXC111409537,2241533,3468214,7,10,4~13~14~15~34,4,13,14,15,34,TU,01.01.2019,2.00,EUR,EUMI
4296,JXC,JXC111409537,2241533,3468214,6,9,8~25~40~44~45,8,25,40,44,45,TU,01.01.2019,2.00,EUR,EUMI
4297,JXC,JXC111409537,2241533,3468214,10,12,12~21~37~42~44,12,21,37,42,44,TU,01.01.2019,2.00,EUR,EUMI
4298,JXC,JXC111409538,2241533,3468214,6,12,5~14~21~32~33,5,14,21,32,33,TU,01.01.2019,2.00,EUR,EUMI
4299,JXC,JXC111409538,2241533,3468214,2,9,14~31~43~44~46,14,31,43,44,46,TU,01.01.2019,2.00,EUR,EUMI
4300,JXC,JXC111409538,2241533,3468214,1,9,2~6~29~37~41,2,6,29,37,41,TU,01.01.2019,2.00,EUR,EUMI
4301,JXC,JXC111409538,2241533,3468214,2,5,8~13~32~33~35,8,13,32,33,35,TU,01.01.2019,2.00,EUR,EUMI
4302,JXC,JXC111409538,2241533,3468214,5,9,4~14~43~46~50,4,14,43,46,50,TU,01.01.2019,2.00,EUR,EUMI
4303,JXC,JXC111409539,2241533,3468214,3,6,11~23~28~32~35,11,23,28,32,35,TU,01.01.2019,2.00,EUR,EUMI
